x,y,,,,,
3.2,23.11904762,,,,,23.11904762
3.2,22.7797619,,,,,22.7797619
3.2,16.88690476,,,,,16.88690476
3.2,26.02380952,,,,,26.02380952
3.2,14.01785714,,,,,14.01785714
3.2,13.36904762,,,,,13.36904762
3.2,20.14880952,,,,,20.14880952
3.2,16.75,,,,,16.75
3.2,20.22619048,,,,,20.22619048
3.2,28.40070163,,,,,0
3.2,13.5,,,,,13.5
3.2,31.28477862,,,,,0
3.2,21.01190476,,,,,21.01190476
3.2,20.26785714,,,,,20.26785714
3.2,21.01190476,,,,,21.01190476
3.2,14.00595238,,,,,14.00595238
3.2,20.26190476,,,,,20.26190476
3.2,17.14880952,,,,,17.14880952
3.2,15.16071429,,,,,15.16071429
3.2,20.70238095,,,,,20.70238095
3.4,18.33333333,,,,,18.33333333
3.4,22.29761905,,,,,22.29761905
3.4,12.26190476,,,,,12.26190476
3.4,15.67857143,,,,,15.67857143
3.4,14.70833333,,,,,14.70833333
3.4,31.8513767,,,,,0
3.4,21.36309524,,,,,21.36309524
3.4,23.33333333,,,,,23.33333333
3.4,15.69047619,,,,,15.69047619
3.4,16.4702381,,,,,16.4702381
3.4,16.39285714,,,,,16.39285714
3.4,15.7202381,,,,,15.7202381
3.4,24.26190476,,,,,24.26190476
3.4,15.64880952,,,,,15.64880952
3.4,24.5297619,,,,,24.5297619
3.4,18.69047619,,,,,18.69047619
3.4,15.38690476,,,,,15.38690476
3.4,13.125,,,,,13.125
3.4,16.38690476,,,,,16.38690476
3.4,15.41071429,,,,,15.41071429
3.6,14.48809524,,,,,14.48809524
3.6,24.39285714,,,,,24.39285714
3.6,16.4702381,,,,,16.4702381
3.6,11.57142857,,,,,11.57142857
3.6,18.38095238,,,,,18.38095238
3.6,31.96515307,,,,,0
3.6,18.51785714,,,,,18.51785714
3.6,21,,,,,21
3.6,17.68452381,,,,,17.68452381
3.6,14.54761905,,,,,14.54761905
3.6,18.2797619,,,,,18.2797619
3.6,11.31547619,,,,,11.31547619
3.6,17.28571429,,,,,17.28571429
3.6,14.41071429,,,,,14.41071429
3.6,31.19796452,,,,,0
3.6,22.94642857,,,,,22.94642857
3.6,29.61680061,,,,,0
3.6,19.11309524,,,,,19.11309524
3.6,17.88095238,,,,,17.88095238
3.6,16.51190476,,,,,16.51190476
3.8,29.83152438,,,,,0
3.8,15.92261905,,,,,15.92261905
3.8,14.60119048,,,,,14.60119048
3.8,18.08333333,,,,,18.08333333
3.8,16.06547619,,,,,16.06547619
3.8,24.6547619,,,,,24.6547619
3.8,15.75595238,,,,,15.75595238
3.8,28.70180651,,,,,0
3.8,22.51785714,,,,,22.51785714
3.8,16.05357143,,,,,16.05357143
3.8,14.97619048,,,,,14.97619048
3.8,14.70833333,,,,,14.70833333
3.8,15.56547619,,,,,15.56547619
3.8,20.00595238,,,,,20.00595238
3.8,26.19642857,,,,,26.19642857
3.8,19.96428571,,,,,19.96428571
3.8,18.94047619,,,,,18.94047619
3.8,24.10119048,,,,,24.10119048
3.8,15.57738095,,,,,15.57738095
3.8,12.35119048,,,,,12.35119048
4,13.82738095,,,,,13.82738095
4,19.16666667,,,,,19.16666667
4,17.26190476,,,,,17.26190476
4,11.85119048,,,,,11.85119048
4,19.31547619,,,,,19.31547619
4,15.125,,,,,15.125
4,31.34434293,,,,,0
4,26.88095238,,,,,26.88095238
4,13.69642857,,,,,13.69642857
4,18.20238095,,,,,18.20238095
4,14.30357143,,,,,14.30357143
4,18.39285714,,,,,18.39285714
4,19.83333333,,,,,19.83333333
4,22,,,,,22
4,21.2797619,,,,,21.2797619
4,16.46428571,,,,,16.46428571
4,14.32142857,,,,,14.32142857
4,22.06547619,,,,,22.06547619
4,19.36309524,,,,,19.36309524
4,13.99404762,,,,,13.99404762
4.2,19.04761905,,,,,19.04761905
4.2,15.23809524,,,,,15.23809524
4.2,15.60714286,,,,,15.60714286
4.2,20.42261905,,,,,20.42261905
4.2,14.54166667,,,,,14.54166667
4.2,16.67261905,,,,,16.67261905
4.2,15.52380952,,,,,15.52380952
4.2,20.63690476,,,,,20.63690476
4.2,18.24404762,,,,,18.24404762
4.2,15.06547619,,,,,15.06547619
4.2,20.23214286,,,,,20.23214286
4.2,18.39285714,,,,,18.39285714
4.2,18.86904762,,,,,18.86904762
4.2,22.28571429,,,,,22.28571429
4.2,15.94047619,,,,,15.94047619
4.2,11.78571429,,,,,11.78571429
4.2,24.64285714,,,,,24.64285714
4.2,10.57738095,,,,,10.57738095
4.2,14.14880952,,,,,14.14880952
4.2,14.98214286,,,,,14.98214286
4.4,19.33333333,,,,,19.33333333
4.4,29.32738095,,,,,29.32738095
4.4,28.69617699,,,,,0
4.4,30.60524356,,,,,0
4.4,12.60714286,,,,,12.60714286
4.4,20.27380952,,,,,20.27380952
4.4,22.70833333,,,,,22.70833333
4.4,22.26785714,,,,,22.26785714
4.4,22.10714286,,,,,22.10714286
4.4,15.4047619,,,,,15.4047619
4.4,15.26190476,,,,,15.26190476
4.4,19.28571429,,,,,19.28571429
4.4,16.61904762,,,,,16.61904762
4.4,16.0952381,,,,,16.0952381
4.4,20.64880952,,,,,20.64880952
4.4,19.05952381,,,,,19.05952381
4.4,15.3452381,,,,,15.3452381
4.4,20.10714286,,,,,20.10714286
4.4,19.83333333,,,,,19.83333333
4.4,18.52380952,,,,,18.52380952
4.6,19.39880952,,,,,19.39880952
4.6,22.13095238,,,,,22.13095238
4.6,18.41666667,,,,,18.41666667
4.6,18.88690476,,,,,18.88690476
4.6,14.48214286,,,,,14.48214286
4.6,17.9702381,,,,,17.9702381
4.6,12.88690476,,,,,12.88690476
4.6,20.35119048,,,,,20.35119048
4.6,31.7780135,,,,,0
4.6,17.4702381,,,,,17.4702381
4.6,13.19047619,,,,,13.19047619
4.6,14.54166667,,,,,14.54166667
4.6,27.94047619,,,,,27.94047619
4.6,25.51190476,,,,,25.51190476
4.6,26.16071429,,,,,26.16071429
4.6,18.83928571,,,,,18.83928571
4.6,19.60714286,,,,,19.60714286
4.6,14.33928571,,,,,14.33928571
4.6,17.42261905,,,,,17.42261905
4.6,15.04166667,,,,,15.04166667
4.8,11.82142857,,,,,11.82142857
4.8,14.93452381,,,,,14.93452381
4.8,15.27380952,,,,,15.27380952
4.8,19.33928571,,,,,19.33928571
4.8,13.56547619,,,,,13.56547619
4.8,17.51190476,,,,,17.51190476
4.8,13.11904762,,,,,13.11904762
4.8,16.88690476,,,,,16.88690476
4.8,23.28571429,,,,,23.28571429
4.8,22.96428571,,,,,22.96428571
4.8,18.67261905,,,,,18.67261905
4.8,30.02588551,,,,,0
4.8,15.1547619,,,,,15.1547619
4.8,20.71428571,,,,,20.71428571
4.8,27.98809524,,,,,27.98809524
4.8,17.95238095,,,,,17.95238095
4.8,22.33333333,,,,,22.33333333
4.8,18.48214286,,,,,18.48214286
4.8,19.8452381,,,,,19.8452381
4.8,20.44642857,,,,,20.44642857
